Company Name,Ticker,Optionable,Market Cap ,Avg Volume,Sector,Industry,Last Close,Beta,52 Week High,52 Week Low
"Manhattan Associates, Inc.",MANH,YES,2820.45,687739.5,Computer and Technology,Computer - Software,42.21,1.24,53.92,40.02
ManTech International Corporation,MANT,YES,2392.18,223429.3,Computer and Technology,Computer - Services,60.98,0.89,61.4,35.19
Manchester United Ltd.,MANU,YES,763.7,30362.2,Consumer Discretionary,Leisure and Recreation Services,19,0.52,21.6,16
Marriott International,MAR,YES,49120.11,2287982,Consumer Discretionary,Hotels and Motels,137.63,1.35,147.99,92.47
"Marathon Patent Group, Inc.",MARA,YES,29.57,1993298,Finance,Financial - Miscellaneous Services,1.53,1.82,6.51,0.62
"Remark Media, Inc.",MARK,YES,208.55,652386.44,Computer and Technology,Internet - Content,6.35,2.08,14.15,1.99
Masco Corporation,MAS,YES,12363.29,3730827.25,Construction,Building Products - Miscellaneous,39.45,1.5,46.27,34.34
Masimo Corporation,MASI,YES,4648.23,374512.81,Medical,Medical - Instruments,89.76,0.94,104.46,81.79
"Mattel, Inc.",MAT,YES,4740.02,5665173,Consumer Discretionary,Toys - Games - Hobbies,13.78,1.01,22.91,12.8
Mattersight Corporation,MATR,YES,74.68,43363.6,Computer and Technology,Computer - Services,2.25,0.34,3.4,1.95
Matthews International Corporation,MATW,YES,1658.17,147835.45,Consumer Staples,Funeral Services,51.35,1.12,72.4,49.6
"Matson, Inc.",MATX,YES,1244.53,135164.75,Transportation,Transportation - Services,29.18,1.43,37.68,22.79
Mobileye N.V.,MBBYF,YES,14077.59,37520.95,Computer and Technology,Electronics - Miscellaneous Components,63.4,0.72,64.3,61.66
MB Financial Inc.,MBFI,YES,3588.73,455864.81,Finance,Banks - Northeast,42.59,1.03,47.49,38.72
"MBIA, Inc.",MBI,YES,785.56,1542835.38,Finance,Insurance - Multi line,8.85,1.97,10.85,6.22
Mobile TeleSystems OJSC,MBT,YES,10198.29,2837717,Computer and Technology,Wireless Non-US ,10.25,1.06,12.61,7.78
"Malibu Boats, Inc.",MBUU,YES,706.76,155640.05,Consumer Discretionary,Leisure and Recreation Products,34.46,1.02,36.47,22.35
Mercantile Bank Corporation,MBWM,YES,593.55,40288.5,Finance,Banks - Midwest,35.76,0.71,37.79,29.11
Moelis & Company,MC,YES,2980.97,290180.44,Finance,Financial - Investment Bank,54.05,1.71,54.3,34.95
Macatawa Bank Corporation,MCBC,YES,362.97,30639.15,Finance,Banks - Midwest,10.67,0.55,10.67,9.14
Medley Capital Corporation,MCC,YES,231.51,187092.05,Finance,Financial - Investment Management,4.25,1.21,7.84,3.98
McDonald's Corporation,MCD,YES,126317.23,3736761.5,Retail-Wholesale,Retail - Restaurants,158.99,0.64,178.36,133.41
"Mid-Con Energy Partners, LP",MCEP,YES,55.11,90993.05,Oils-Energy,Oil and Gas - Exploration and Production - United States,1.83,1.6,2.3,0.93
Contango Oil & Gas Company,MCF,YES,93.98,238087.5,Oils-Energy,Oil and Gas - Exploration and Production - United States,3.69,1.63,7.88,2.27
"MCBC Holdings, Inc.",MCFT,YES,459.32,106070.85,Consumer Discretionary,Leisure and Recreation Products,24.59,1.13,26.46,16.25
Microchip Technology Incorporated,MCHP,YES,19778.56,2840337.25,Computer and Technology,Semiconductor - Analog and Mixed,84.4,1.06,100.24,74.43
"Marchex, Inc.",MCHX,YES,127.08,81151.75,Computer and Technology,Internet - Services,2.9,1.25,3.55,2.6
McKesson Corporation,MCK,YES,30606.31,1520835.88,Medical,Medical - Dental Supplies,148.33,1.32,176.72,135
Moody's Corporation,MCO,YES,31049.93,628912.25,Finance,Financial - Miscellaneous Services,162.48,1.26,170.2,112.95
"Seres Therapeutics, Inc.",MCRB,YES,309.33,145726.5,Medical,Medical - Biomedical and Genetics,7.61,0.51,16.85,6.91
"Monarch Casino & Resort, Inc.",MCRI,YES,770.37,51612.15,Consumer Discretionary,Gaming,43.34,1.24,47.41,29.25
Milacron Holdings Corp.,MCRN,YES,1403.64,322323,Industrial Products,Manufacturing - Material Handling,20.1,0.62,22.09,15.22
Marcus Corporation (The),MCS,YES,860.19,82144.25,Consumer Discretionary,Leisure and Recreation Services,30.9,0.47,34.6,24.1
Mercury General Corporation,MCY,YES,2732.3,373392.56,Finance,Insurance - Property and Casualty,49.38,0.48,62.86,42.31
"Mednax, Inc",MD,YES,4771.38,709006.5,Medical,Medical - Hospital,50.87,0.23,61.66,41.19
"M.D.C. Holdings, Inc.",MDC,YES,1605.12,494507.41,Construction,Building Products - Home Builders,28.6,1.47,34.69,27.15
MDC Partners Inc.,MDCA,YES,455.79,384391.06,Business Services,Advertising and Marketing,7.8,1.29,12.1,6.65
The Medicines Company,MDCO,YES,2146.47,806243.63,Medical,Medical - Biomedical and Genetics,29.29,0.65,51.83,24.83
"Mondelez International, Inc.",MDLZ,YES,60013.68,7974649.5,Consumer Staples,Food - Miscellaneous,40.35,0.87,47.19,39.3
Meredith Corporation,MDP,YES,2292.62,475339.59,Consumer Staples,Publishing - Periodicals,51.25,1.41,71.8,51.15
"McDermott International, Inc.",MDR,YES,1988.22,16732206,Oils-Energy,Oil and Gas - Mechanical and and Equitment,7,1.86,8.98,5.6
"Allscripts Healthcare Solutions, Inc.",MDRX,YES,2176.36,1552003.25,Medical,Medical Info Systems,12.23,1.23,16.03,11.34
"Medidata Solutions, Inc.",MDSO,YES,4292.45,702034.5,Medical,Medical Info Systems,72.51,1.53,81.87,61.93
Medtronic PLC,MDT,YES,108456.95,4332009.5,Medical,Medical - Products,80.02,0.94,89.3,76.55
"MDU Resources Group, Inc.",MDU,YES,5425.56,655991.38,Utilities,Utility - Gas Distribution,27.78,0.69,28.38,25.15
"MiMedx Group, Inc",MDXG,YES,821.66,1816464,Medical,Medical - Biomedical and Genetics,7.4,1.62,17.96,6.42
MEDIFAST INC,MED,YES,1169.38,176786.66,Consumer Staples,Food - Miscellaneous,97.99,0.28,103.21,40.32
"Medpace Holdings, Inc.",MEDP,YES,1322.52,150609.66,Medical,Medical Services,37.1,0.11,39.05,22.18
"MeetMe, Inc.",MEET,YES,172.18,1361150.75,Computer and Technology,Internet - Software,2.39,1.31,6.31,1.87
"Methode Electronics, Inc.",MEI,YES,1474,178838.95,Computer and Technology,Electronics - Connectors,40,0.88,47.75,37.1
"MEI Pharma, Inc.",MEIP,YES,80.77,74305.7,Medical,Medical - Drugs,2.18,1.91,3.08,1.55
"MercadoLibre, Inc.",MELI,YES,14592.24,739002.81,Retail-Wholesale,Internet - Commerce,330.46,2.07,413.94,221.51
Methanex Corporation,MEOH,YES,5571.57,818366.31,Basic Materials,Chemical - Diversified ,66.5,1.63,68.65,40.15
Mercer International Inc.,MERC,YES,889.58,119679.45,Basic Materials,Paper and Related Products,13.65,1.63,15,10.55
"MetLife, Inc.",MET,YES,49136.88,5263319,Finance,Insurance - Multi line,47.4,1.24,56.17,44.08
"MFA Financial, Inc.",MFA,YES,2984.19,2315235,Finance,REIT and Equity Trust,7.49,0.33,8.87,6.83
Manulife Financial Corp,MFC,YES,37419.64,2264218.5,Finance,Insurance - Life Insurance,18.87,1.34,21.99,16.67
MFC Bancorp Ltd.,MFCB,YES,78.15,6405.55,Finance,Financial - Investment Bank,6.24,0.38,9.53,5.84
"Mizuho Financial Group, Inc.",MFG,YES,46293.39,326066.06,Finance,Banks - Foreign,3.65,1.19,3.99,3.39
Medallion Financial Corp.,MFIN,YES,108.51,57561.85,Finance,Financial - SBIC & Commercial Industry,4.44,1.71,5.43,2
Mistras Group Inc,MG,YES,573.45,77675.95,Computer and Technology,Electronics - Miscellaneous Products,20.27,1.13,23.62,17.12
Magna International Inc.,MGA,YES,21057.9,1246460.5,Auto-Tires-Trucks,Automotive - Original Equipment,59.5,1.35,60.94,40.58
MGE Energy Inc.,MGEE,YES,1995.17,76524.2,Utilities,Utility - Electric Power,57.55,0.3,68.5,52.5
MoneyGram International Inc.,MGI,YES,478.63,440499.16,Finance,Financial - Miscellaneous Services,8.63,1.87,17.85,8.16
Magic Software Enterprises Ltd.,MGIC,YES,362.58,15522.55,Computer and Technology,Computer - Software,8.15,0.75,9.4,7.5
"Magellan Health, Inc.",MGLN,YES,2709.85,124089.25,Medical,Medical - HMOs,110.05,0.5,111,68.05
MGM Resorts International,MGM,YES,20485.51,7964954.5,Consumer Discretionary,Gaming,36.17,1.4,38.03,28.41
"MacroGenics, Inc.",MGNX,YES,975.61,627256.38,Medical,Medical - Products,23.21,2.46,32.46,15.31
"MGP Ingredients, Inc.",MGPI,YES,1555.43,153705.3,Consumer Staples,Food - Miscellaneous,92.34,1.06,92.34,48.2
McGrath RentCorp,MGRC,YES,1428.69,138582.8,Finance,Financial - Leasing Companies,59.4,0.83,60.51,32.61
"Mohawk Industries, Inc.",MHK,YES,17559.2,648293.81,Consumer Discretionary,Textile - Home Furnishing,235.93,1.36,284.82,227.61
"Maiden Holdings, Ltd.",MHLD,YES,656.87,421350.25,Finance,Insurance - Property and Casualty,7.9,1.1,12.75,6
"M/I Homes, Inc.",MHO,YES,901.32,203888.2,Construction,Building Products - Home Builders,32.34,1.14,37.26,24.25
Macquarie Infrastructure Company,MIC,YES,3280.81,1355065.13,Conglomerates,Diversified Operations,38.68,1.24,81.69,36.56
The Middleby Corporation,MIDD,YES,7098.03,472891,Industrial Products,Manufacturing - General Industrial ,127.41,1.8,141.07,108.72
"The Michaels Companies, Inc.",MIK,YES,3367.57,2012973.75,Retail-Wholesale,Retail - Miscellaneous,18.51,1.24,27.78,17.26
Mimecast Limited,MIME,YES,2196.84,187947.16,Computer and Technology,Internet - Software,38,0.24,39.08,23.17
"Mitcham Industries, Inc.",MIND,YES,37.36,37990,Oils-Energy,Oil and Gas - Mechanical and and Equitment,3.09,1.41,4.75,2.88
"Mobile Mini, Inc.",MINI,YES,1967.67,238931.95,Industrial Products,Containers - Metal and Glass,44.1,1.97,45.6,27.25
"Mitek Systems, Inc.",MITK,YES,270.5,225360.09,Computer and Technology,Computer - Optical Imaging,7.75,0.47,10.55,7.15
Mitel Networks Corporation,MITL,YES,1231.01,1127393.25,Computer and Technology,Wireless Equipment,10.16,2.45,10.16,6.32
"AG Mortgage Investment Trust, Inc.",MITT,YES,492.86,80948.85,Finance,REIT and Equity Trust,17.48,0.7,19.66,16.36
"McCormick & Company, Incorporated",MKC,YES,13604.76,1070228.88,Consumer Staples,Food - Miscellaneous,103.77,0.56,110.74,92.07
Markel Corporation,MKL,YES,16196.08,26361.35,Finance,Insurance - Property and Casualty,1165.11,0.89,1182.13,943.33
"MKS Instruments, Inc.",MKSI,YES,5775.81,607818.88,Computer and Technology,Electronics - Manufacturing Machinery,106,0.92,125.45,67.3
MarketAxess Holdings Inc.,MKTX,YES,7603.37,221788.59,Finance,Securities and Exchanges,202.06,0.57,224.59,173.05
Melco Resorts & Entertainment Limited,MLCO,YES,15718.6,2437002.25,Consumer Discretionary,Gaming,31.95,1.55,31.95,19.91
"Herman Miller, Inc.",MLHR,YES,1893.07,479787.59,Business Services,Business - Office Products,31.75,1.4,41.5,29.4
"Mueller Industries, Inc.",MLI,YES,1572.08,240839.75,Industrial Products,Metal Products - Procurement and Fabrication,27.31,1.42,37.01,25.44
"Martin Marietta Materials, Inc.",MLM,YES,12367.79,515858.34,Construction,Building Products - Concrete and Aggregates,196.93,1.13,239.96,195.54
"Melinta Therapeutics, Inc.",MLNT,YES,217.71,191505,Medical,Medical - Drugs,6.95,1.37,24,6.65
"Mellanox Technologies, Ltd.",MLNX,YES,3901.53,536262.63,Computer and Technology,Electronics - Semiconductors,74.8,0.54,78.35,42.5
"Miller Industries, Inc.",MLR,YES,296.41,20088.5,Auto-Tires-Trucks,Automotive - Original Equipment,26.05,0.59,28.85,23.65
"Marsh & McLennan Companies, Inc.",MMC,YES,42376.23,1542984.75,Finance,Insurance - Brokerage,83.48,0.97,85.97,71.88
"Marcus & Millichap, Inc.",MMI,YES,1339.51,160192.34,Finance,Real Estate - Development,35.12,1.31,36.13,23.5
Martin Midstream Partners L.P.,MMLP,YES,595.6,113423.9,Transportation,Transportation - Shipping,15.5,1.5,20.45,12.9
3M Company,MMM,YES,128556.54,2295739,Conglomerates,Diversified Operations,215.88,1.14,258.63,191.5
"Magellan Midstream Partners, L.P.",MMP,YES,15248,1284627.63,Oils-Energy,Oil and Gas - Production Pipeline - MLB,66.82,0.72,76.1,57.08
"Maximus, Inc.",MMS,YES,4557.81,286565.56,Business Services,Government Services,69.88,1.12,72.04,59
"Merit Medical Systems, Inc.",MMSI,YES,2304.93,297708.75,Medical,Medical - Dental Supplies,45.8,1.29,48,29
"Manning & Napier, Inc.",MN,YES,47.38,55587.85,Finance,Financial - Investment Management,3.15,1.43,5.8,3
Mallinckrodt public limited company,MNK,YES,1128.6,2610714.25,Medical,Medical - Generic Drugs,13.07,1.12,47.42,13.07
MannKind Corporation,MNKD,YES,227.52,2728451.75,Medical,Medical - Biomedical and Genetics,1.71,2.91,6.71,0.71
"MediciNova, Inc.",MNOV,YES,453.49,346388.06,Medical,Medical - Biomedical and Genetics,11.08,0.35,13.91,4.43
Monmouth Real Estate Investment Corporation,MNR,YES,1173.93,375648.56,Finance,REIT and Equity Trust - Other,15.11,0.54,18.19,13.89
"Monro Muffler Brake, Inc.",MNRO,YES,1787.32,326117.09,Consumer Discretionary,Conusmer Services - Miscellaneous,54.5,0.62,64.1,39.9
Monster Beverage Corporation,MNST,YES,31997.28,2342436,Consumer Staples,Beverages - Soft drinks,56.87,1.26,68.91,44.56
"Momenta Pharmaceuticals, Inc.",MNTA,YES,1544.85,687838.38,Medical,Medical - Biomedical and Genetics,20.1,1.64,20.5,12.2
"Manitex International, Inc.",MNTX,YES,196.62,67330.3,Industrial Products,Manufacturing - General Industrial ,11.8,1.4,12.02,6.63
"Altria Group, Inc.",MO,YES,107508.4,8300268,Consumer Staples,Tobacco,56.57,0.62,77.71,56.57
"MobileIron, Inc.",MOBL,YES,482.69,388062.59,Computer and Technology,Internet - Software,4.8,2.33,6.6,3.45
Modine Manufacturing Company,MOD,YES,999.13,308706.34,Auto-Tires-Trucks,Automotive - Original Equipment,19.8,1.33,25.1,10.95
"Model N, Inc.",MODN,YES,514.48,152411.91,Computer and Technology,Internet - Software,17.45,0.8,18.8,10.3
Moog Inc.,MOG.A,YES,3040.69,86471.5,Aerospace,Aerospace - Defense Equipment,84.99,1.77,92.05,65.9
"Molina Healthcare, Inc",MOH,YES,5095.31,969381.63,Medical,Medical - HMOs,85.31,1.21,93.77,47.81
Momo Inc.,MOMO,YES,7287.21,3586131.25,Computer and Technology,Internet - Software and Services,36.58,1.55,45.99,22.56
Monsanto Company,MON,YES,55122.14,4887183.5,Basic Materials,Agriculture - Products,125.05,0.96,125.7,115
"Morningstar, Inc.",MORN,YES,4409.37,42251.65,Business Services,Business - Information Services,103.64,0.66,103.64,72.47
The Mosaic Company,MOS,YES,9088.66,3735376.75,Basic Materials,Fertilizers,25.89,1.28,28.74,19.39
"Motorcar Parts of America, Inc.",MPAA,YES,381.1,115198.35,Auto-Tires-Trucks,Automotive - Replacement Parts,19.98,1.16,31.5,19.98
Marathon Petroleum Corporation,MPC,YES,38013.37,3405000.5,Oils-Energy,Oil and Gas - Refining and Marketing,79.85,1.34,79.85,48.56
MPLX LP,MPLX,YES,27717.75,1858942.63,Oils-Energy,Oil and Gas - Production and Pipelines,34.92,1.26,39.12,31.1
Midstates Petroleum Co.,MPO,YES,361.99,136590.75,Oils-Energy,Oil and Gas - Drilling,14.38,1.22,19.05,12.46
"Medical Properties Trust, Inc.",MPW,YES,4503.98,2335823.5,Finance,REIT and Equity Trust - Other,12.35,0.69,14.16,11.88
"Monolithic Power Systems, Inc.",MPWR,YES,5013.74,262942.19,Computer and Technology,Semiconductor - Analog and Mixed,119,1.28,126.64,90.82
Marine Products Corporation,MPX,YES,487.26,10833.65,Consumer Discretionary,Leisure and Recreation Products,14.07,0.36,16.98,11.87
MRC Global Inc.,MRC,YES,1752.97,711787.75,Industrial Products,Steel - Pipe and Tube,19.19,1.49,20.66,14.29
Monroe Capital Corporation,MRCC,YES,255.63,97709.3,Finance,Financial - Investment Management,12.63,0.6,16.14,12.2
Mercury Systems Inc,MRCY,YES,2191.18,414733.81,Computer and Technology,Computer - Peripheral Equipment,45.42,0.36,53.99,37.33
Marin Software Incorporated,MRIN,YES,43.01,21939.75,Business Services,Advertising and Marketing,7.5,1.44,14.8,6.25
"Merck & Co., Inc.",MRK,YES,162445.44,12571311,Medical,Large Cap Pharmaceuticals,60.25,0.78,66.16,53.27
Marlin Business Services Corp.,MRLN,YES,350.63,17729.6,Finance,Financial - SBIC & Commercial Industry,28.2,0.86,29.7,21.5
"Marinus Pharmaceuticals, Inc.",MRNS,YES,190.45,551984.5,Medical,Medical - Drugs,4.7,2.62,9.33,1.15
Marathon Oil Corporation,MRO,YES,15278.61,12971469,Oils-Energy,Oil and Gas - Integrated - United States,17.98,2.3,19.28,10.77
"Marten Transport, Ltd.",MRTN,YES,1135,310338.41,Transportation,Transportation - Truck,20.8,1.37,24.6,14.25
"Mirati Therapeutics, Inc.",MRTX,YES,822.85,336700.56,Medical,Medical - Biomedical and Genetics,28.35,2.15,34.95,2.8
Marvell Technology Group Ltd.,MRVL,YES,10108.74,7534921,Computer and Technology,Semiconductor - Communications ,20.36,0.97,24.37,14.72
Morgan Stanley,MS,YES,96114.63,9998877,Finance,Financial - Investment Bank,53.64,1.54,58.91,40.97
MSA Safety Incorporporated,MSA,YES,3349.02,195409.25,Industrial Products,Security and Safety Services,87.61,1.46,89.81,66.16
Mesabi Trust,MSB,YES,308.32,101578.55,Basic Materials,Mining - Iron,23.5,0.45,29.7,12.86
Microsemi Corporation,MSCC,YES,7522.06,1716224.38,Computer and Technology,Semiconductor - Analog and Mixed,63.77,1.18,67.44,46.69
MSCI Inc,MSCI,YES,13491.64,2030215.38,Computer and Technology,Business - Software Services,150,0.83,158.67,97.02
Middlesex Water Company,MSEX,YES,666.91,55533.75,Utilities,Utility - Water Supply,40.77,0.43,46.4,32.99
Microsoft Corporation,MSFT,YES,734175.25,31130724,Computer and Technology,Computer - Software,95.35,1.07,96.77,66.4
The Madison Square Garden Company,MSG,YES,5709.25,161384.75,Consumer Discretionary,Leisure and Recreation Services,242.39,0.46,249.78,191.2
MSG Networks Inc.,MSGN,YES,1712.71,242023.5,Consumer Discretionary,Film and Television Production and Distribution,22.75,0.76,25.8,16.45
"Motorola Solutions, Inc.",MSI,YES,17714.79,969287,Computer and Technology,Wireless Equipment,109.82,0.32,111.42,80.83
"MSC Industrial Direct Company, Inc.",MSM,YES,4990.71,712255.75,Industrial Products,Industrial Services,88.4,0.6,99.26,65.62
MicroStrategy Incorporated,MSTR,YES,1508.01,84522.4,Computer and Technology,Computer - Software,131.52,0.68,193.01,123.87
ArcelorMittal,MT,YES,35176.91,2748883.5,Basic Materials,Steel - Producers,34.49,2.38,37.31,19.88
M&T Bank Corporation,MTB,YES,27329.19,737913.75,Finance,Banks - Major Regional,181.98,0.9,196.81,142.47
"Match Group, Inc.",MTCH,YES,12731.65,1508166.13,Computer and Technology,Internet - Services,46.41,0.29,48.09,17
"Mettler-Toledo International, Inc.",MTD,YES,14630.32,179541.25,Computer and Technology,Instruments - Scientific,574.35,1.2,692.3,490.47
Matador Resources Company,MTDR,YES,3683.87,1152421.75,Oils-Energy,Oil and Gas - Exploration and Production - United States,33.72,1.21,33.72,20.3
MGIC Investment Corporation,MTG,YES,3827.3,6135914,Finance,Insurance - Multi line,10.32,1.95,15.81,10.32
MTGE Investment Corp.,MTGE,YES,815.2,263763.75,Finance,REIT and Equity Trust,17.8,0.18,19.85,16.4
Meritage Corporation,MTH,YES,1734.22,345482.16,Construction,Building Products - Home Builders,43,1.19,54.95,37.95
"Vail Resorts, Inc.",MTN,YES,9432.61,284419.66,Consumer Discretionary,Leisure and Recreation Services,233.44,0.44,236.71,193.6
"Meritor, Inc.",MTOR,YES,1906.77,923778.88,Auto-Tires-Trucks,Automotive - Original Equipment,21.38,2.57,29.53,15.42
Materion Corporation,MTRN,YES,1087.28,125556.6,Basic Materials,Mining - Miscellaneous,54.05,0.99,54.6,34
Matrix Service Company,MTRX,YES,433.1,144290.84,Oils-Energy,Oil and Gas - Mechanical and and Equitment,16.15,0.87,20,8.05
MTS Systems Corporation,MTSC,YES,921,68258.5,Computer and Technology,Instruments - Scientific,51.8,1.02,56,45.95
"MACOM Technology Solutions Holdings, Inc.",MTSI,YES,1073,1110995.63,Computer and Technology,Semiconductor - Analog and Mixed,16.66,1.6,65.57,15.72
"The Manitowoc Company, Inc.",MTW,YES,1015.87,402669.94,Industrial Products,Manufacturing - Construction and Mining,28.74,1.54,43.59,21.6
Minerals Technologies Inc.,MTX,YES,2581.41,99010.6,Basic Materials,Chemical - Specialty,72.85,2.27,80.2,62.95
"MasTec, Inc.",MTZ,YES,3718.84,794298.5,Construction,Building Products - Heavy Construction,44.9,1.55,54.75,38.75
"Micron Technology, Inc.",MU,YES,56851.68,50902384,Computer and Technology,Semiconductor Memory,49.02,1.33,61.15,26.57
"Mitsubishi UFJ Financial Group, Inc.",MUFG,YES,89440.24,1661100.13,Finance,Banks - Foreign,6.73,1.64,8.07,5.97
Murphy Oil Corporation,MUR,YES,5279,2214575.25,Oils-Energy,Oil and Gas - Exploration and Production - United States,30.59,2.32,34.95,22.63
Murphy USA Inc.,MUSA,YES,2132.98,442628.84,Oils-Energy,Oil and Gas - Refining and Marketing,62.98,0.89,88.59,62.98
"MVC Capital, Inc.",MVC,YES,189.15,60167.6,Finance,Financial - SBIC & Commercial Industry,10.05,0.67,10.96,8.65
MV Oil Trust,MVO,YES,99.82,38093,Oils-Energy,Oil and Gas - Royalty Trust - United States,8.68,0.03,9.7,4.81
MUELLER WATER PRODUCTS,MWA,YES,1619.29,1030851.13,Industrial Products,Steel - Pipe and Tube,10.2,1.19,12.93,10.15
MagnaChip Semiconductor Corporation,MX,YES,316.38,245344.75,Computer and Technology,Semiconductor - Analog and Mixed,9.25,0.17,13.15,8.1
"Maxim Integrated Products, Inc.",MXIM,YES,15129.31,2817172,Computer and Technology,Semiconductor - Analog and Mixed,53.8,1.13,66.27,43.71
